"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","210","legacyExchangeDN","varchar(8000)","True","","","","15130","7557","49.95","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","211","SmartcardLogonRequired","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","212","UseDESKeyOnly","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","213","userAccountControl","int","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","214","userCertificate","varchar(max)","True","","","","15130","6","0.04","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","215","TrustedForDelegation","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","216","TrustedToAuthForDelegation","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","217","KerberosEncryptionType","varchar(max)","True","","","","15130","515","3.4","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","218","PrincipalsAllowedToDelegateToAccount","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","219","ProtectedFromAccidentalDeletion","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","220","DoesNotRequirePreAuth","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","221","targetAddress","varchar(8000)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","222","desktopProfile","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","223","garbageCollPeriod","int","True","","","","15130","10","0.07","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","224","codePage","int","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","225","CompoundIdentitySupported","varchar(max)","True","","","","15130","515","3.4","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","226","directReports","varchar(max)","True","","","","15130","709","4.69","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","227","internetEncoding","int","True","","","","15130","8","0.05","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","228","protocolSettings","varchar(max)","True","","","","15130","2660","17.58","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","229","publicDelegates","varchar(max)","True","","","","15130","1312","8.67","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","230","authOrig","varchar(max)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","231","submissionContLength","int","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","232","_rowno","int","False","IDENTITY","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","233","_firstdiscovered","datetime","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","234","_lastdiscovered","datetime","True","","(getdate())","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","235","_remarks","sysname","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","1","DeviceApplicationMatchID","int","False","IDENTITY; PK(1)","","PK_DeviceApplicationMatches","34","34","100","0","0","0","0","2","2","2","2","intern/configuratie","structureel","behouden/hermodelleren","Onderdeel van identity-, primary-key- of foreign-keystructuur."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","2","DeviceApplicationID","varchar(50)","True","","","","34","33","97.06","0","0","0","0","3","3","3","3","intern/configuratie","actief in code","migreren na semantische controle","Tekstuele externe applicatiesleutel zonder fysieke FK; in het nieuwe model als echte application/CMDB-relatie modelleren. Exacte codetokens: agent=0, DEV-app=0, PROD-app=3."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","3","DeviceApplicationDomainExpression","varchar(100)","True","","","","34","34","100","0","0","1","1","3","3","4","4","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Legacy patroonexpressie; nieuwe oplossing wil een expliciete URL-allowlist. Exacte codetokens: agent=0, DEV-app=1, PROD-app=3."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","4","DeviceApplicationProcessnameExpression","varchar(100)","True","","","","34","33","97.06","0","0","1","1","3","3","4","4","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Legacy patroonexpressie; nieuwe oplossing wil een expliciete proces-allowlist. Exacte codetokens: agent=0, DEV-app=1, PROD-app=3."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","5","WhenCreated","datetime","True","","(getdate())","","34","34","100","0","0","1","1","8","8","9","9","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=0, DEV-app=1, PROD-app=8."
"DeviceApplicationMatches","Koppelt URL-/procespatronen aan een applicatie- of CMDB-identificatie.","Legacy UAM","6","Enabled","bit","True","","((1))","","34","34","100","13","22","1","5","7","13","21","40","intern/configuratie","actief in code","migreren na semantische controle","Exacte codetokens: agent=22, DEV-app=5, PROD-app=13."
"DeviceBrowserLogging","Actieve detailbuffer voor browserhistorie; periodiek naar het archief verplaatst.","Legacy UAM","1","datetimestamp","datetime","True","","(getdate())","","0","0",,"3","5","5","7","12","15","20","27","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=5, DEV-app=7, PROD-app=15."
"DeviceBrowserLogging","Actieve detailbuffer voor browserhistorie; periodiek naar het archief verplaatst.","Legacy UAM","2","computername","varchar(100)","True","","","","0","0",,"23","54","2","3","6","7","31","64","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=54, DEV-app=3, PROD-app=7."
"DeviceBrowserLogging","Actieve detailbuffer voor browserhistorie; periodiek naar het archief verplaatst.","Legacy UAM","3","username","varchar(50)","True","","","","0","0",,"26","46","15","17","26","26","67","89","persoons-/gebruiksgegeven","actief in code","migreren na semantische controle","Exacte codetokens: agent=46, DEV-app=17, PROD-app=26."
